nombre,categoria,cocina,comuna,barrio,lat,long,geometry
CABALLITO SPORT,RESTAURANTE,MINUTAS,Comuna 6,Caballito,-34.6097958567257,-58.4614324642944,POINT (-58.4614324642944 -34.6097958567257)
CABAAfaEUR~A COLONIA BARRACAS,RESTAURANTE,ALEMANA,Comuna 4,Barracas,-34.6394943522761,-58.3732887891772,POINT (-58.3732887891772 -34.6394943522761)
CABERNET,RESTAURANTE,DE AUTOR,Comuna 14,Palermo,-34.5876640253608,-58.4284643335187,POINT (-58.4284643335187 -34.5876640253608)
CAFE ALBERDI,CAFE,MINUTAS,Comuna 6,Caballito,-34.6231068547415,-58.4344325544898,POINT (-58.4344325544898 -34.6231068547415)
CAFE AZNAR,RESTAURANTE,SANDWICHERIA,Comuna 1,San Nicolas,-34.6018526939373,-58.3896780641378,POINT (-58.3896780641378 -34.6018526939373)
CAFE BAR,RESTAURANTE,MINUTAS,Comuna 5,Boedo,-34.6344329290991,-58.4248759801727,POINT (-58.4248759801727 -34.6344329290991)
CAFE BAR DE LOS ARTISTAS,BAR,SANDWICHERIA,Comuna 4,Boca,-34.639240825401,-58.3634193303445,POINT (-58.3634193303445 -34.639240825401)
CAFE BAR FILIBERTO,RESTAURANTE,SANDWICHERIA,Comuna 4,Boca,-34.6396026764778,-58.3624826253196,POINT (-58.3624826253196 -34.6396026764778)
CAFE BARI,BAR,MINUTAS,Comuna 1,San Nicolas,-34.6044911972746,-58.3745344994785,POINT (-58.3745344994785 -34.6044911972746)
CAFE BUENOS AIRES,RESTAURANTE,MINUTAS,Comuna 1,Monserrat,-34.6113156380454,-58.3888317810302,POINT (-58.3888317810302 -34.6113156380454)
CAFECITO,CAFE,MINUTAS,Comuna 1,San Nicolas,-34.6070715221176,-58.3776914545238,POINT (-58.3776914545238 -34.6070715221176)
CAFE DE GARCIA,CAFE,MINUTAS,Comuna 6,Caballito,-34.6056519400584,-58.4544138903124,POINT (-58.4544138903124 -34.6056519400584)
CAFE DE LA AMISTAD,BAR,MINUTAS,Comuna 14,Palermo,-34.577441392175,-58.4223534175693,POINT (-58.4223534175693 -34.577441392175)
CAFE DE LA CIUDAD,CAFE,MINUTAS,Comuna 1,San Nicolas,-34.6035697290914,-58.3806711786312,POINT (-58.3806711786312 -34.6035697290914)
CAFE DE LA ESQUINA,CAFE,MINUTAS,Comuna 3,Balvanera,-34.6022605638385,-58.3995437903117,POINT (-58.3995437903117 -34.6022605638385)
CAFE DE LA FACU,CAFE,MINUTAS,Comuna 3,Balvanera,-34.5998351286523,-58.3988094658577,POINT (-58.3988094658577 -34.5998351286523)
CAFE DE LA FLOR,CAFE,MINUTAS,Comuna 1,Monserrat,-34.610946495358,-58.3832700572561,POINT (-58.3832700572561 -34.610946495358)
CAFE DE LA PAIX,RESTAURANTE,INTERNACIONAL,Comuna 2,Recoleta,-34.5877197392375,-58.3906381365959,POINT (-58.3906381365959 -34.5877197392375)
CAFE DE LA PLAZA,RESTAURANTE,MEDITERRANEA,Comuna 11,Villa Devoto,-34.5996573760749,-58.510272340474,POINT (-58.510272340474 -34.5996573760749)
CAFE DE LAS CIENCIAS,RESTAURANTE,INTERNACIONAL,Comuna 3,Balvanera,-34.5999993739737,-58.3971210338442,POINT (-58.3971210338442 -34.5999993739737)
CAFE DE LAS CORTES,CAFE,MINUTAS,Comuna 1,San Nicolas,-34.6015526943324,-58.3858265428088,POINT (-58.3858265428088 -34.6015526943324)
CAFE DE LA SEDA,BAR,INTERNACIONAL,Comuna 14,Palermo,-34.5885014727585,-58.4259752144856,POINT (-58.4259752144856 -34.5885014727585)
CAFE DE LAS GALERIAS,CONFITERIA,MINUTAS,Comuna 1,San Nicolas,-34.5995908105819,-58.3753556429906,POINT (-58.3753556429906 -34.5995908105819)
CAFE DE LAS LUCES,CAFE,INTERNACIONAL,Comuna 1,Monserrat,-34.6107270132336,-58.3733835464908,POINT (-58.3733835464908 -34.6107270132336)
CAFE DE LA SUBASTA,BAR,MINUTAS,Comuna 6,Caballito,-34.6147604539506,-58.4301165404084,POINT (-58.4301165404084 -34.6147604539506)
CAFE DEL BOTANICO,CAFE,INTERNACIONAL,Comuna 14,Palermo,-34.5846348966652,-58.4165609859791,POINT (-58.4165609859791 -34.5846348966652)
CAFE DEL LIBERTADOR,CAFE,SANDWICHERIA,Comuna 11,Villa Devoto,-34.5947431719577,-58.503048790333,POINT (-58.503048790333 -34.5947431719577)
CAFE DE LOS INCAS,RESTAURANTE,SANDWICHERIA,Comuna 15,Villa Ortuzar,-34.577240237457,-58.4673607508116,POINT (-58.4673607508116 -34.577240237457)
CAFE DEL SIGLO,RESTAURANTE,MINUTAS,Comuna 3,Balvanera,-34.6021466340912,-58.3971314231072,POINT (-58.3971314231072 -34.6021466340912)
CAFE DE MI PAIS,CONFITERIA,INTERNACIONAL,Comuna 1,San Nicolas,-34.60069954877,-58.3711534097961,POINT (-58.3711534097961 -34.60069954877)
CAFE EL URBANO,RESTAURANTE,TRADICIONAL,Comuna 1,San Nicolas,-34.6057256166952,-58.3792959006896,POINT (-58.3792959006896 -34.6057256166952)
CAFE FINANZAS,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6021676384931,-58.3740597838249,POINT (-58.3740597838249 -34.6021676384931)
CAFE FLORENCIA,CAFE,MINUTAS,Comuna 2,Recoleta,-34.5908377988404,-58.4103357123758,POINT (-58.4103357123758 -34.5908377988404)
CAFE FUNDADOR,CAFE,MINUTAS,Comuna 2,Recoleta,-34.5899763781544,-58.4059345200265,POINT (-58.4059345200265 -34.5899763781544)
CAFE HOMERO,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6028556017679,-58.3880683772825,POINT (-58.3880683772825 -34.6028556017679)
CAFE JONATHAN,CAFE,MINUTAS,Comuna 11,Villa Devoto,-34.603729493777,-58.5084628478771,POINT (-58.5084628478771 -34.603729493777)
CAFE JONATHAN,BAR,INTERNACIONAL,Comuna 6,Caballito,-34.62140022707,-58.4350394124349,POINT (-58.4350394124349 -34.62140022707)
CAFE LA FORJA,RESTAURANTE,MINUTAS,Comuna 7,Flores,-34.6265278891601,-58.4640074899095,POINT (-58.4640074899095 -34.6265278891601)
CAFE LA PAZ,RESTAURANTE,MINUTAS,Comuna 1,San Nicolas,-34.6042103804562,-58.3892863498245,POINT (-58.3892863498245 -34.6042103804562)
CAFE LEON,RESTAURANTE,MINUTAS,Comuna 13,NuAfA+-ez,-34.5397724945445,-58.4661223899656,POINT (-58.4661223899656 -34.5397724945445)
CAFE MARTINEZ,CAFE,PIZZERIA,Comuna 2,Recoleta,-34.5877489372577,-58.3893157054626,POINT (-58.3893157054626 -34.5877489372577)
CAFE MARTINEZ,CAFE,MINUTAS,Comuna 2,Recoleta,-34.5992634134513,-58.3879826466194,POINT (-58.3879826466194 -34.5992634134513)
CAFE MONET,CAFE,MINUTAS,Comuna 2,Recoleta,-34.5892956195728,-58.388859875227,POINT (-58.388859875227 -34.5892956195728)
CAFE MONSERRAT,CAFE,SANDWICHERIA,Comuna 1,Monserrat,-34.6147657367705,-58.3858936922106,POINT (-58.3858936922106 -34.6147657367705)
CAFE ORLEANS,CAFE,MINUTAS,Comuna 1,Retiro,-34.5985234913518,-58.3739917440171,POINT (-58.3739917440171 -34.5985234913518)
